iso_code,continent,location,year,month,day,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,total_vaccinations_per_million,people_vaccincated_per_million,stringency_index,population_density,gdp_per_capita
AFG,Asia,Afghanistan,2020,Feb,0,0.026,0.026,0,0,0,0,0,0,0,8.33,54.422,1803.987
AFG,Asia,Afghanistan,2020,Mar,0,4.495,4.472,0,0,0,0,0,0,0,27.78,54.422,1803.987
AFG,Asia,Afghanistan,2020,Apr,0,54.639,50.146,0,0,0,0,0,0,0,67.59,54.422,1803.987
AFG,Asia,Afghanistan,2020,May,0,390.667,336.027,0,0,0,0,0,0,0,84.26,54.422,1803.987
AFG,Asia,Afghanistan,2020,Jun,0,809.359,418.695,0,0,0,0,0,0,0,84.26,54.422,1803.987
AFG,Asia,Afghanistan,2020,Jul,0,941.859,132.499,0,0,0,0,0,0,0,78.7,54.422,1803.987
AFG,Asia,Afghanistan,2020,Aug,0,980.237,38.381,0,0,0,0,0,0,0,78.7,54.422,1803.987
AFG,Asia,Afghanistan,2020,Sep,0,1008.725,28.489,0,0,0,0,0,0,0,21.3,54.422,1803.987
AFG,Asia,Afghanistan,2020,Oct,0,1064.135,55.411,0,0,0,0,0,0,0,28.7,54.422,1803.987
AFG,Asia,Afghanistan,2020,Nov,0,1188.697,124.562,0,0,0,0,0,0,0,9.26,54.422,1803.987
AFG,Asia,Afghanistan,2020,Dec,0,1323.612,134.915,0,0,0,0,0,0,0,12.04,54.422,1803.987
AFG,Asia,Afghanistan,2021,Feb,0,1431.194,17.749,0,0,0,0.02,0.02,0.02,0,12.04,54.422,1803.987
AFG,Asia,Afghanistan,2021,Mar,0,1450.203,19.009,0,0,0,0.14,0.14,0.14,0,12.04,54.422,1803.987
AFG,Asia,Afghanistan,2021,Apr,0,1487.297,37.094,0,0,0,0.31,0.31,0.31,0,8.33,54.422,1803.987
AFG,Asia,Afghanistan,2021,Jan,0,1413.443,89.832,0,0,0,0,0,0,0,12.04,54.422,1803.987
OWID_AFR,0,Africa,2020,Feb,0,0.002,0.003,0,0,0,0,0,0,0,0,0,0
OWID_AFR,0,Africa,2020,Mar,0,4.312,4.31,0,0,0,0,0,0,0,0,0,0
OWID_AFR,0,Africa,2020,Apr,0,28.907,24.597,0,0,0,0,0,0,0,0,0,0
OWID_AFR,0,Africa,2020,May,0,109.324,80.417,0,0,0,0,0,0,0,0,0,0
OWID_AFR,0,Africa,2020,Jun,0,302.03,192.708,0,0,0,0,0,0,0,0,0,0
OWID_AFR,0,Africa,2020,Jul,0,692.288,390.26,0,0,0,0,0,0,0,0,0,0
OWID_AFR,0,Africa,2020,Aug,0,934.087,241.798,0,0,0,0,0,0,0,0,0,0
OWID_AFR,0,Africa,2020,Sep,0,1105.428,171.343,0,0,0,0,0,0,0,0,0,0
OWID_AFR,0,Africa,2020,Oct,0,1331.849,226.421,0,0,0,0,0,0,0,0,0,0
OWID_AFR,0,Africa,2020,Nov,0,1621.905,290.058,0,0,0,0,0,0,0,0,0,0
OWID_AFR,0,Africa,2020,Dec,0,2059.125,437.22,0,0,0,0,0,0,0,0,0,0
OWID_AFR,0,Africa,2021,Feb,0,2907.14,244.435,0,0,3306265,0.29,0.27,0.29,0,0,0,0
OWID_AFR,0,Africa,2021,Mar,0,3145.844,238.706,0,0,7600907,0.86,0.56,0.86,0,0,0,0
OWID_AFR,0,Africa,2021,Apr,0,3312.248,166.403,0,0,3808976,1.14,0.78,1.14,0,0,0,0
OWID_AFR,0,Africa,2021,Jan,0,2662.705,603.582,0,0,146503,0.01,0,0.01,0,0,0,0
ALB,Europe,Albania,2020,Feb,0,0,0,0,0,0,0,0,0,0,8.33,104.871,11803.431
ALB,Europe,Albania,2020,Mar,0,84.44,84.437,0,0,0,0,0,0,0,8.33,104.871,11803.431
ALB,Europe,Albania,2020,Apr,0,268.608,184.167,0,0,0,0,0,0,0,84.26,104.871,11803.431
ALB,Europe,Albania,2020,May,0,395.093,126.483,0,0,0,0,0,0,0,89.81,104.871,11803.431
ALB,Europe,Albania,2020,Jun,0,880.881,485.787,0,0,0,0,0,0,0,71.3,104.871,11803.431
ALB,Europe,Albania,2020,Jul,0,1833.345,952.465,0,0,0,0,0,0,0,68.52,104.871,11803.431
ALB,Europe,Albania,2020,Aug,0,3305.65,1472.306,0,0,0,0,0,0,0,62.96,104.871,11803.431
ALB,Europe,Albania,2020,Sep,0,4742.859,1437.21,0,0,0,0,0,0,0,54.63,104.871,11803.431
ALB,Europe,Albania,2020,Oct,0,7253.805,2510.945,0,0,0,0,0,0,0,54.63,104.871,11803.431
ALB,Europe,Albania,2020,Nov,0,13267.774,6013.969,0,0,0,0,0,0,0,50.93,104.871,11803.431
ALB,Europe,Albania,2020,Dec,0,20264.091,6996.319,0,0,0,0,0,0,0,65.74,104.871,11803.431
ALB,Europe,Albania,2021,Feb,0,37239.211,10091.041,0,0,2476,0.35,0.21,0.35,0,60.19,104.871,11803.431
ALB,Europe,Albania,2021,Mar,0,43490.514,6251.302,0,0,49296,4.82,0,4.82,0,60.19,104.871,11803.431
ALB,Europe,Albania,2021,Apr,0,45067.065,1576.552,0,0,160066,11.57,0,11.57,0.001,60.19,104.871,11803.431
ALB,Europe,Albania,2021,Jan,0,27148.169,6884.077,0,0,421,0.02,0.02,0.02,0,56.48,104.871,11803.431
DZA,Africa,Algeria,2020,Feb,0,0.023,0.023,0,0,0,0,0,0,0,0,17.348,13913.839
DZA,Africa,Algeria,2020,Mar,0,16.328,16.306,0,0,0,0,0,0,0,0,17.348,13913.839
DZA,Africa,Algeria,2020,Apr,0,91.355,75.028,0,0,0,0,0,0,0,86.57,17.348,13913.839
DZA,Africa,Algeria,2020,May,0,214.225,122.87,0,0,0,0,0,0,0,76.85,17.348,13913.839
DZA,Africa,Algeria,2020,Jun,0,317.142,102.916,0,0,0,0,0,0,0,76.85,17.348,13913.839
DZA,Africa,Algeria,2020,Jul,0,693.119,375.976,0,0,0,0,0,0,0,65.74,17.348,13913.839
DZA,Africa,Algeria,2020,Aug,0,1014.662,321.544,0,0,0,0,0,0,0,79.63,17.348,13913.839
DZA,Africa,Algeria,2020,Sep,0,1175.115,160.452,0,0,0,0,0,0,0,75.93,17.348,13913.839
DZA,Africa,Algeria,2020,Oct,0,1321.337,146.222,0,0,0,0,0,0,0,75.93,17.348,13913.839
DZA,Africa,Algeria,2020,Nov,0,1897.309,575.971,0,0,0,0,0,0,0,75,17.348,13913.839
DZA,Africa,Algeria,2020,Dec,0,2271.554,374.243,0,0,0,0,0,0,0,72.22,17.348,13913.839
DZA,Africa,Algeria,2021,Feb,0,2579.004,131.193,0,0,0,0.17,0,0.17,0,72.22,17.348,13913.839
DZA,Africa,Algeria,2021,Mar,0,2672.502,93.499,0,0,0,0,0,0,0,69.44,17.348,13913.839
DZA,Africa,Algeria,2021,Apr,0,2732.09,59.589,0,0,0,0,0,0,0,77.78,17.348,13913.839
DZA,Africa,Algeria,2021,Jan,0,2447.81,176.257,0,0,30,0,0,0,0,72.22,17.348,13913.839
AND,Europe,Andorra,2020,Mar,0,4866.369,4866.367,0,0,0,0,0,0,0,0,163.755,0
AND,Europe,Andorra,2020,Apr,0,9642.141,4775.771,0,0,0,0,0,0,0,48.15,163.755,0
AND,Europe,Andorra,2020,May,0,9888.048,245.903,0,0,0,0,0,0,0,52.78,163.755,0
AND,Europe,Andorra,2020,Jun,0,11065.812,1177.762,0,0,0,0,0,0,0,50,163.755,0
AND,Europe,Andorra,2020,Jul,0,11971.785,905.971,0,0,0,0,0,0,0,31.48,163.755,0
AND,Europe,Andorra,2020,Aug,0,15220.346,3248.561,0,0,0,0,0,0,0,41.67,163.755,0
AND,Europe,Andorra,2020,Sep,0,26532.065,11311.72,0,0,0,0,0,0,0,41.67,163.755,0
AND,Europe,Andorra,2020,Oct,0,61554.391,35022.325,0,0,0,0,0,0,0,50,163.755,0
AND,Europe,Andorra,2020,Nov,0,87296.965,25742.575,0,0,0,0,0,0,0,59.26,163.755,0
AND,Europe,Andorra,2020,Dec,0,104173.947,16876.981,0,0,0,0,0,0,0,55.56,163.755,0
AND,Europe,Andorra,2021,Feb,0,140632.887,12023.554,0,0,0,3.27,3.09,3.27,0,55.56,163.755,0
AND,Europe,Andorra,2021,Mar,0,155439.073,14806.186,0,0,0,12.02,9.19,12.02,0.001,55.56,163.755,0
AND,Europe,Andorra,2021,Apr,0,165728.338,10289.265,0,0,4802,24.67,12.66,24.67,0.002,52.78,163.755,0
AND,Europe,Andorra,2021,Jan,0,128609.332,24435.385,0,0,0,0.75,0.75,0.75,0,52.78,163.755,0
AGO,Africa,Angola,2020,Mar,0,0.213,0.211,0,0,0,0,0,0,0,11.11,23.89,5819.495
AGO,Africa,Angola,2020,Apr,0,0.822,0.607,0,0,0,0,0,0,0,90.74,23.89,5819.495
AGO,Africa,Angola,2020,May,0,2.617,1.793,0,0,0,0,0,0,0,78.7,23.89,5819.495
AGO,Africa,Angola,2020,Jun,0,8.641,6.023,0,0,0,0,0,0,0,77.78,23.89,5819.495
AGO,Africa,Angola,2020,Jul,0,34.929,26.289,0,0,0,0,0,0,0,75.93,23.89,5819.495
AGO,Africa,Angola,2020,Aug,0,80.751,45.824,0,0,0,0,0,0,0,79.17,23.89,5819.495
AGO,Africa,Angola,2020,Sep,0,151.28,70.529,0,0,0,0,0,0,0,81.02,23.89,5819.495
AGO,Africa,Angola,2020,Oct,0,328.757,177.477,0,0,0,0,0,0,0,75,23.89,5819.495
AGO,Africa,Angola,2020,Nov,0,460.624,131.869,0,0,0,0,0,0,0,60.19,23.89,5819.495
AGO,Africa,Angola,2020,Dec,0,534.073,73.449,0,0,0,0,0,0,0,57.41,23.89,5819.495
AGO,Africa,Angola,2021,Feb,0,633.081,30.76,0,0,0,0,0,0,0,62.96,23.89,5819.495
AGO,Africa,Angola,2021,Mar,0,678.842,45.76,0,0,0,0.4,0.4,0.4,0,58.33,23.89,5819.495
AGO,Africa,Angola,2021,Apr,0,745.993,67.152,0,0,0,0.75,0.75,0.75,0,59.26,23.89,5819.495
AGO,Africa,Angola,2021,Jan,0,602.32,68.247,0,0,0,0,0,0,0,65.74,23.89,5819.495
AIA,North America,Anguilla,2021,Feb,0,0,0,0,0,1421,26.19,26.19,26.19,0.003,0,0,0
AIA,North America,Anguilla,2021,Mar,0,0,0,0,0,0,35.65,35.65,35.65,0.004,0,0,0
AIA,North America,Anguilla,2021,Apr,0,0,0,0,0,0,38.89,38.89,38.89,0.004,0,0,0
ATG,North America,Antigua and Barbuda,2020,Mar,0,71.481,71.481,0,0,0,0,0,0,0,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2020,Apr,0,245.078,173.597,0,0,0,0,0,0,0,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2020,May,0,265.501,20.424,0,0,0,0,0,0,0,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2020,Jun,0,704.599,439.098,0,0,0,0,0,0,0,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2020,Jul,0,929.254,224.655,0,0,0,0,0,0,0,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2020,Aug,0,959.889,30.636,0,0,0,0,0,0,0,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2020,Sep,0,1031.37,71.483,0,0,0,0,0,0,0,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2020,Oct,0,1307.083,275.715,0,0,0,0,0,0,0,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2020,Nov,0,1439.833,132.752,0,0,0,0,0,0,0,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2020,Dec,0,1623.642,183.812,0,0,0,0,0,0,0,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2021,Feb,0,7454.456,5064.944,0,0,0,0,0,0,0,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2021,Mar,0,11600.359,4145.905,0,0,0,27.4,27.4,27.4,0.003,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2021,Apr,0,12427.498,827.14,0,0,225,29.24,29.24,29.24,0.003,0,231.845,21490.943
ATG,North America,Antigua and Barbuda,2021,Jan,0,2389.511,765.87,0,0,0,0,0,0,0,0,231.845,21490.943
ARG,South America,Argentina,2020,Feb,0,0,0,0,0,0,0,0,0,0,11.11,16.177,18933.907
ARG,South America,Argentina,2020,Mar,0,23.321,23.32,0,0,0,0,0,0,0,11.11,16.177,18933.907
ARG,South America,Argentina,2020,Apr,0,97.974,74.653,0,0,0,0,0,0,0,100,16.177,18933.907
ARG,South America,Argentina,2020,May,0,372.845,274.872,0,0,0,0,0,0,0,88.89,16.177,18933.907
ARG,South America,Argentina,2020,Jun,0,1427.788,1054.943,0,0,0,0,0,0,0,90.74,16.177,18933.907
ARG,South America,Argentina,2020,Jul,0,4232.741,2804.951,0,0,0,0,0,0,0,92.59,16.177,18933.907
ARG,South America,Argentina,2020,Aug,0,9242.788,5010.048,0,0,0,0,0,0,0,90.74,16.177,18933.907
ARG,South America,Argentina,2020,Sep,0,16616.619,7373.831,0,0,0,0,0,0,0,87.96,16.177,18933.907
ARG,South America,Argentina,2020,Oct,0,25819.315,9202.697,0,0,0,0,0,0,0,87.96,16.177,18933.907
ARG,South America,Argentina,2020,Nov,0,31519.162,5699.844,0,0,0,0,0,0,0,81.94,16.177,18933.907
ARG,South America,Argentina,2020,Dec,0,35966.059,4446.897,0,0,0,0.07,0,0.07,0,79.17,16.177,18933.907
ARG,South America,Argentina,2020,Jan,0,0,0,0,0,0,0,0,0,0,0,16.177,18933.907
ARG,South America,Argentina,2021,Feb,0,46627.476,3985.461,0,0,601076,2.27,1.62,2.27,0,79.17,16.177,18933.907
ARG,South America,Argentina,2021,Mar,0,51969.922,5342.444,0,0,2698447,8.61,7.11,8.61,0.001,77.31,16.177,18933.907
ARG,South America,Argentina,2021,Apr,0,60060.368,8090.445,0,0,2396880,13.91,12.15,13.91,0.001,71.76,16.177,18933.907
ARG,South America,Argentina,2021,Jan,0,42642.015,6675.956,0,0,118451,0.81,0.62,0.81,0,79.17,16.177,18933.907
ARM,Asia,Armenia,2020,Mar,0,179.534,179.534,0,0,0,0,0,0,0,0,102.931,8787.58
ARM,Asia,Armenia,2020,Apr,0,697.211,517.677,0,0,0,0,0,0,0,0,102.931,8787.58
ARM,Asia,Armenia,2020,May,0,3132.388,2435.177,0,0,0,0,0,0,0,0,102.931,8787.58
ARM,Asia,Armenia,2020,Jun,0,8619.637,5487.249,0,0,0,0,0,0,0,0,102.931,8787.58
ARM,Asia,Armenia,2020,Jul,0,13009.435,4389.799,0,0,0,0,0,0,0,0,102.931,8787.58
ARM,Asia,Armenia,2020,Aug,0,14774.736,1765.3,0,0,0,0,0,0,0,0,102.931,8787.58
ARM,Asia,Armenia,2020,Sep,0,16994.608,2219.872,0,0,0,0,0,0,0,0,102.931,8787.58
ARM,Asia,Armenia,2020,Oct,0,30309.115,13314.506,0,0,0,0,0,0,0,0,102.931,8787.58
ARM,Asia,Armenia,2020,Nov,0,45600.179,15291.064,0,0,0,0,0,0,0,0,102.931,8787.58
ARM,Asia,Armenia,2020,Dec,0,53795.617,8195.436,0,0,0,0,0,0,0,0,102.931,8787.58
ARM,Asia,Armenia,2021,Feb,0,58064.264,1698.146,0,0,0,0,0,0,0,0,102.931,8787.58
ARM,Asia,Armenia,2021,Mar,0,65009.716,6945.452,0,0,0,0.02,0.02,0.02,0,0,102.931,8787.58
ARM,Asia,Armenia,2021,Apr,0,70469.629,5459.915,0,0,0,0,0,0,0,0,102.931,8787.58
ARM,Asia,Armenia,2021,Jan,0,56366.119,2570.504,0,0,0,0,0,0,0,0,102.931,8787.58
OWID_ASI,0,Asia,2020,Feb,0,18.044,15.911,0,0,0,0,0,0,0,0,0,0
OWID_ASI,0,Asia,2020,Mar,0,38.586,20.542,0,0,0,0,0,0,0,0,0,0
OWID_ASI,0,Asia,2020,Apr,0,112.28,73.694,0,0,0,0,0,0,0,0,0,0
OWID_ASI,0,Asia,2020,May,0,245.434,133.155,0,0,0,0,0,0,0,0,0,0
OWID_ASI,0,Asia,2020,Jun,0,496.828,251.391,0,0,0,0,0,0,0,0,0,0
OWID_ASI,0,Asia,2020,Jul,0,926.004,429.177,0,0,0,0,0,0,0,0,0,0
OWID_ASI,0,Asia,2020,Aug,0,1533.214,607.213,0,0,0,0,0,0,0,0,0,0
OWID_ASI,0,Asia,2020,Sep,0,2299.354,766.138,0,0,0,0,0,0,0,0,0,0
OWID_ASI,0,Asia,2020,Oct,0,2955.836,656.482,0,0,0,0,0,0,0,0,0,0
OWID_ASI,0,Asia,2020,Nov,0,3618.931,663.095,0,0,0,0,0,0,0,0,0,0
OWID_ASI,0,Asia,2020,Dec,0,4460.284,663.925,0,0,4057144,0.12,0.02,0.12,0,0,0,0
OWID_ASI,0,Asia,2020,Jan,0,2.131,2.011,0,0,0,0,0,0,0,0,0,0
OWID_ASI,0,Asia,2021,Feb,0,5392.889,411.414,0,0,59345303,2.13,0.73,2.13,0,0,0,0
OWID_ASI,0,Asia,2021,Mar,0,6143.981,751.089,0,0,157507709,5.52,2.12,5.52,0.001,0,0,0
OWID_ASI,0,Asia,2021,Apr,0,7374.893,1230.913,0,0,155114977,8.87,3.5,8.87,0.001,0,0,0
OWID_ASI,0,Asia,2021,Jan,0,4981.474,521.194,0,0,33868007,0.85,0.19,0.85,0,0,0,0
AUS,Oceania,Australia,2020,Feb,0,0.98,0.627,0,0,0,0,0,0,0,19.44,3.202,44648.71
AUS,Oceania,Australia,2020,Mar,0,178.785,177.804,0,0,0,0,0,0,0,19.44,3.202,44648.71
AUS,Oceania,Australia,2020,Apr,0,265.335,86.551,0,0,0,0,0,0,0,71.3,3.202,44648.71
AUS,Oceania,Australia,2020,May,0,282.433,17.098,0,0,0,0,0,0,0,69.44,3.202,44648.71
AUS,Oceania,Australia,2020,Jun,0,310.59,28.158,0,0,0,0,0,0,0,62.04,3.202,44648.71
AUS,Oceania,Australia,2020,Jul,0,677.65,367.063,0,0,0,0,0,0,0,68.98,3.202,44648.71
AUS,Oceania,Australia,2020,Aug,0,1012.515,334.862,0,0,0,0,0,0,0,68.06,3.202,44648.71
AUS,Oceania,Australia,2020,Sep,0,1062.593,50.075,0,0,0,0,0,0,0,75.46,3.202,44648.71
AUS,Oceania,Australia,2020,Oct,0,1082.162,19.569,0,0,0,0,0,0,0,68.06,3.202,44648.71
AUS,Oceania,Australia,2020,Nov,0,1094.593,12.432,0,0,0,0,0,0,0,50.46,3.202,44648.71
AUS,Oceania,Australia,2020,Dec,0,1114.711,20.118,0,0,0,0,0,0,0,62.5,3.202,44648.71
AUS,Oceania,Australia,2020,Jan,0,0.353,0.353,0,0,0,0,0,0,0,11.11,3.202,44648.71
AUS,Oceania,Australia,2021,Feb,0,1136.397,6.273,0,0,31894,0.13,0.13,0.13,0,78.24,3.202,44648.71
AUS,Oceania,Australia,2021,Mar,0,1149.888,13.493,0,0,638455,2.63,0.62,2.63,0,50.46,3.202,44648.71
AUS,Oceania,Australia,2021,Apr,0,1159.064,9.176,0,0,826563,5.87,0,5.87,0.001,46.76,3.202,44648.71
AUS,Oceania,Australia,2021,Jan,0,1130.123,15.41,0,0,0,0,0,0,0,70.83,3.202,44648.71
AUT,Europe,Austria,2020,Feb,0,0.999,0.999,0,0,0,0,0,0,0,11.11,106.749,45436.686
AUT,Europe,Austria,2020,Mar,0,1130.307,1129.309,0,0,0,0,0,0,0,11.11,106.749,45436.686
AUT,Europe,Austria,2020,Apr,0,1715.669,585.362,0,0,0,0,0,0,0,81.48,106.749,45436.686
AUT,Europe,Austria,2020,May,0,1857.679,142.012,0,0,0,0,0,0,0,67.59,106.749,45436.686
AUT,Europe,Austria,2020,Jun,0,1972.597,114.917,0,0,0,0,0,0,0,53.7,106.749,45436.686
AUT,Europe,Austria,2020,Jul,0,2346.109,373.513,0,0,0,0,0,0,0,47.22,106.749,45436.686
AUT,Europe,Austria,2020,Aug,0,3046.5,700.393,0,0,0,0,0,0,0,35.19,106.749,45436.686
AUT,Europe,Austria,2020,Sep,0,4975.684,1929.186,0,0,0,0,0,0,0,35.19,106.749,45436.686
AUT,Europe,Austria,2020,Oct,0,11650.049,6674.363,0,0,0,0,0,0,0,40.74,106.749,45436.686
AUT,Europe,Austria,2020,Nov,0,31361.698,19711.649,0,0,0,0,0,0,0,64.81,106.749,45436.686
AUT,Europe,Austria,2020,Dec,0,40062.067,8700.372,0,0,4272,0.06,0.06,0.06,0,82.41,106.749,45436.686
AUT,Europe,Austria,2021,Feb,0,51012.613,5001.109,0,0,432540,7.65,4.96,7.65,0.001,82.41,106.749,45436.686
AUT,Europe,Austria,2021,Mar,0,60648.983,9636.369,0,0,988939,18.64,13.61,18.64,0.002,75.93,106.749,45436.686
AUT,Europe,Austria,2021,Apr,0,66124.09,5475.106,0,0,799563,27.51,19.54,27.51,0.003,73.61,106.749,45436.686
AUT,Europe,Austria,2021,Jan,0,46011.503,5949.436,0,0,251886,2.85,2.61,2.85,0,82.41,106.749,45436.686
AZE,Asia,Azerbaijan,2020,Mar,0,29.391,29.392,0,0,0,0,0,0,0,19.44,119.309,15847.419
AZE,Asia,Azerbaijan,2020,Apr,0,177.924,148.537,0,0,0,0,0,0,0,88.89,119.309,15847.419
AZE,Asia,Azerbaijan,2020,May,0,541.859,363.935,0,0,0,0,0,0,0,87.96,119.309,15847.419
AZE,Asia,Azerbaijan,2020,Jun,0,1728.346,1186.487,0,0,0,0,0,0,0,77.78,119.309,15847.419
AZE,Asia,Azerbaijan,2020,Jul,0,3144.043,1415.696,0,0,0,0,0,0,0,96.3,119.309,15847.419
AZE,Asia,Azerbaijan,2020,Aug,0,3593.488,449.445,0,0,0,0,0,0,0,93.52,119.309,15847.419
AZE,Asia,Azerbaijan,2020,Sep,0,3967.68,374.194,0,0,0,0,0,0,0,85.19,119.309,15847.419
AZE,Asia,Azerbaijan,2020,Oct,0,5451.035,1483.356,0,0,0,0,0,0,0,68.98,119.309,15847.419
AZE,Asia,Azerbaijan,2020,Nov,0,11951.268,6500.232,0,0,0,0,0,0,0,64.35,119.309,15847.419
AZE,Asia,Azerbaijan,2020,Dec,0,21569.802,9618.535,0,0,0,0,0,0,0,69.91,119.309,15847.419
AZE,Asia,Azerbaijan,2021,Feb,0,23131.764,425.872,0,0,0,0.64,0.64,0.64,0,72.22,119.309,15847.419
AZE,Asia,Azerbaijan,2021,Mar,0,25812.061,2680.293,0,0,42090,5.03,5.03,5.03,0.001,67.59,119.309,15847.419
AZE,Asia,Azerbaijan,2021,Apr,0,29752.026,3939.966,0,0,480998,13.19,8.77,13.19,0.001,67.59,119.309,15847.419
AZE,Asia,Azerbaijan,2021,Jan,0,22705.891,1136.089,0,0,0,0,0,0,0,84.26,119.309,15847.419
BHS,North America,Bahamas,2020,Mar,0,35.601,35.602,0,0,0,0,0,0,0,22.22,39.497,27717.847
BHS,North America,Bahamas,2020,Apr,0,205.977,170.378,0,0,0,0,0,0,0,96.3,39.497,27717.847
BHS,North America,Bahamas,2020,May,0,259.378,53.403,0,0,0,0,0,0,0,96.3,39.497,27717.847
BHS,North America,Bahamas,2020,Jun,0,264.464,5.086,0,0,0,0,0,0,0,81.48,39.497,27717.847
BHS,North America,Bahamas,2020,Jul,0,1459.639,1195.175,0,0,0,0,0,0,0,59.26,39.497,27717.847
BHS,North America,Bahamas,2020,Aug,0,5637.664,4178.024,0,0,0,0,0,0,0,81.94,39.497,27717.847
BHS,North America,Bahamas,2020,Sep,0,10484.478,4846.812,0,0,0,0,0,0,0,82.87,39.497,27717.847
BHS,North America,Bahamas,2020,Oct,0,17073.196,6588.719,0,0,0,0,0,0,0,73.61,39.497,27717.847
BHS,North America,Bahamas,2020,Nov,0,19176.194,2102.998,0,0,0,0,0,0,0,68.98,39.497,27717.847
BHS,North America,Bahamas,2020,Dec,0,20015.359,839.166,0,0,0,0,0,0,0,68.98,39.497,27717.847
BHS,North America,Bahamas,2021,Feb,0,21663.174,877.309,0,0,0,0,0,0,0,68.98,39.497,27717.847
BHS,North America,Bahamas,2021,Mar,0,23188.929,1525.755,0,0,6890,1.78,1.78,1.78,0,68.98,39.497,27717.847
BHS,North America,Bahamas,2021,Apr,0,24897.774,1708.846,0,0,0,3.81,3.81,3.81,0,68.06,39.497,27717.847
BHS,North America,Bahamas,2021,Jan,0,20785.865,770.504,0,0,0,0,0,0,0,68.98,39.497,27717.847
BHR,Asia,Bahrain,2020,Feb,0,24.095,24.095,0,0,0,0,0,0,0,25,1935.907,43290.705
BHR,Asia,Bahrain,2020,Mar,0,333.219,309.124,0,0,0,0,0,0,0,30.56,1935.907,43290.705
BHR,Asia,Bahrain,2020,Apr,0,1786.572,1453.353,0,0,0,0,0,0,0,78.7,1935.907,43290.705
BHR,Asia,Bahrain,2020,May,0,6698.468,4911.896,0,0,0,0,0,0,0,75,1935.907,43290.705
BHR,Asia,Bahrain,2020,Jun,0,15725.357,9026.889,0,0,0,0,0,0,0,75,1935.907,43290.705
BHR,Asia,Bahrain,2020,Jul,0,24084.632,8359.276,0,0,0,0,0,0,0,75,1935.907,43290.705
BHR,Asia,Bahrain,2020,Aug,0,30543.323,6458.694,0,0,0,0,0,0,0,69.44,1935.907,43290.705
BHR,Asia,Bahrain,2020,Sep,0,41645.926,11102.604,0,0,0,0,0,0,0,60.19,1935.907,43290.705
BHR,Asia,Bahrain,2020,Oct,0,47981.791,6335.865,0,0,0,0,0,0,0,60.19,1935.907,43290.705
BHR,Asia,Bahrain,2020,Nov,0,51103.002,3121.209,0,0,0,0,0,0,0,54.63,1935.907,43290.705
BHR,Asia,Bahrain,2020,Dec,0,54463.99,3360.987,0,0,19678,3.45,3.45,3.45,0,54.63,1935.907,43290.705
BHR,Asia,Bahrain,2021,Feb,0,71929.492,11364.121,0,0,0,0,17.52,0,0,58.33,1935.907,43290.705
BHR,Asia,Bahrain,2021,Mar,0,84888.601,12959.109,0,0,259798,45.04,30.02,45.04,0.005,55.56,1935.907,43290.705
BHR,Asia,Bahrain,2021,Apr,0,97037.876,12149.274,0,0,311171,63.32,35.42,63.32,0.006,56.48,1935.907,43290.705
BHR,Asia,Bahrain,2021,Jan,0,60565.368,6101.375,0,0,39133,5.75,10.08,5.75,0.001,50.93,1935.907,43290.705
BGD,Asia,Bangladesh,2020,Mar,0,0.31,0.306,0,0,0,0,0,0,0,13.89,1265.036,3523.984
BGD,Asia,Bangladesh,2020,Apr,0,46.554,46.244,0,0,0,0,0,0,0,87.04,1265.036,3523.984
BGD,Asia,Bangladesh,2020,May,0,286.315,239.761,0,0,0,0,0,0,0,89.81,1265.036,3523.984
BGD,Asia,Bangladesh,2020,Jun,0,883.378,597.064,0,0,0,0,0,0,0,62.96,1265.036,3523.984
BGD,Asia,Bangladesh,2020,Jul,0,1443.086,559.71,0,0,0,0,0,0,0,74.54,1265.036,3523.984
BGD,Asia,Bangladesh,2020,Aug,0,1900.523,457.436,0,0,0,0,0,0,0,80.09,1265.036,3523.984
BGD,Asia,Bangladesh,2020,Sep,0,2207.058,306.533,0,0,0,0,0,0,0,80.09,1265.036,3523.984
BGD,Asia,Bangladesh,2020,Oct,0,2475.472,268.414,0,0,0,0,0,0,0,80.09,1265.036,3523.984
BGD,Asia,Bangladesh,2020,Nov,0,2823.084,347.61,0,0,0,0,0,0,0,80.09,1265.036,3523.984
BGD,Asia,Bangladesh,2020,Dec,0,3118.052,294.969,0,0,0,0,0,0,0,80.09,1265.036,3523.984
BGD,Asia,Bangladesh,2021,Feb,0,3316.644,67.261,0,0,1938619,1.89,1.89,1.89,0,81.02,1265.036,3523.984
